date,ticker,beta
2009-04-01,AXP,2.17308662666558
2009-04-01,AMGN,0.5182050410736506
2009-04-01,AAPL,1.6550845145582311
2009-04-01,BA,1.3882980402232437
2009-04-01,CAT,1.9008013738214111
2009-04-01,CSCO,1.26338847090312
2009-04-01,CVX,0.7667280042483038
2009-04-01,GS,1.3358034262508731
2009-04-01,HD,0.7968584730846725
2009-04-01,HON,1.4180982243801075
2009-04-01,IBM,0.8478214870503904
2009-04-01,INTC,1.213821091629593
2009-04-01,JNJ,0.6020233614457049
2009-04-01,KO,0.6663437182226133
2009-04-01,JPM,1.2440043900201403
2009-04-01,MCD,0.7981035287486481
2009-04-01,MMM,0.925190572502824
2009-04-01,MRK,0.8303149091719311
2009-04-01,MSFT,1.0296732735637042
2009-04-01,NKE,0.9262573683439961
2009-04-01,PG,0.6659490188745171
2009-04-01,TRV,0.8164571477185393
2009-04-01,UNH,1.0226096407827248
2009-04-01,CRM,1.9288128833096188
2009-04-01,VZ,0.7278640640138605
2009-04-01,V,0.46839768832148626
2009-04-01,WBA,0.7888820243136967
2009-04-01,WMT,0.2412247394998472
2009-04-01,DIS,1.145267017683715
2009-05-01,AXP,2.1334522316297813
2009-05-01,AMGN,0.5206971399155692
2009-05-01,AAPL,1.6388288416758239
2009-05-01,BA,1.412741817455673
2009-05-01,CAT,1.8670775511001254
2009-05-01,CSCO,1.222676481296159
2009-05-01,CVX,0.7514845120032845
2009-05-01,GS,1.3591617775096423
2009-05-01,HD,0.7324274776115784
2009-05-01,HON,1.4166731155235495
2009-05-01,IBM,0.8424189263468038
2009-05-01,INTC,1.192950672550867
2009-05-01,JNJ,0.6129697828391848
2009-05-01,KO,0.7137412217733776
2009-05-01,JPM,1.2696584798178623
2009-05-01,MCD,0.8216285531604147
2009-05-01,MMM,0.9055580558930878
2009-05-01,MRK,0.874758912213436
2009-05-01,MSFT,1.0234057957898397
2009-05-01,NKE,0.9419395259633521
2009-05-01,PG,0.678404406362177
2009-05-01,TRV,0.7947465074745416
2009-05-01,UNH,1.0596541037884815
2009-05-01,CRM,1.8306007114239218
2009-05-01,VZ,0.7031713329313581
2009-05-01,V,0.49401587293072113
2009-05-01,WBA,0.7519891278408947
2009-05-01,WMT,0.2308371370037548
2009-05-01,DIS,1.1680708881609403
2009-06-01,AXP,2.1465115279101816
2009-06-01,AMGN,0.5232862948550223
2009-06-01,AAPL,1.6201194870294193
2009-06-01,BA,1.393243174030097
2009-06-01,CAT,1.8698474876217652
2009-06-01,CSCO,1.2149306610796717
2009-06-01,CVX,0.7467480491631511
2009-06-01,GS,1.370796964841051
2009-06-01,HD,0.7411131808534098
2009-06-01,HON,1.404573719504815
2009-06-01,IBM,0.8512700384373617
2009-06-01,INTC,1.2058912575669085
2009-06-01,JNJ,0.6152410133465145
2009-06-01,KO,0.7248693572077107
2009-06-01,JPM,1.2691699419869413
2009-06-01,MCD,0.8373524191415062
2009-06-01,MMM,0.8903665091925257
2009-06-01,MRK,0.8787039769940947
2009-06-01,MSFT,1.00211853152411
2009-06-01,NKE,0.9377373134704751
2009-06-01,PG,0.6817598555232951
2009-06-01,TRV,0.7952360902592998
2009-06-01,UNH,1.081851542670337
2009-06-01,CRM,1.831284036823915
2009-06-01,VZ,0.6947944763564173
2009-06-01,V,0.4671783512329754
2009-06-01,WBA,0.7481955197977754
2009-06-01,WMT,0.24814116813616793
2009-06-01,DIS,1.1556973293644202
2009-07-01,AXP,2.188866543457441
2009-07-01,AMGN,0.639264050692912
2009-07-01,AAPL,1.5843797930981465
2009-07-01,BA,1.307854174625894
