date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2019-04-04,100,-100,100,0,-100,-100,-100,0,100,0,-100,0,-100,100,100,0,100,100,100,0,0,100,-100,-100,0,100,97,-100,-100
2019-04-05,100,-100,100,0,-100,-100,-100,0,100,0,-100,0,-100,100,100,0,100,100,100,0,0,100,-100,-100,0,100,100,-100,-100
2019-04-08,100,-100,100,0,-100,-100,-100,0,100,0,-100,0,-100,100,100,0,100,100,100,0,0,100,-100,-100,2,100,100,-100,-100
2019-04-09,100,-100,100,0,-100,-100,-100,0,100,0,-100,0,-100,100,100,0,100,100,100,0,0,100,-100,-100,0,100,91,-100,-100
2019-04-10,100,-100,100,0,-100,-100,-100,0,100,0,-100,0,-100,100,100,0,100,100,100,0,0,100,-100,-100,0,100,96,-100,-100
2019-04-11,0,-100,0,0,0,0,-3,0,0,0,0,0,0,1,100,0,0,0,83,0,0,0,0,0,0,0,0,-100,-100
2019-04-12,-500,-500,-1424,0,0,0,0,0,-1000,0,0,0,0,-501,-1100,0,-500,-1533,-583,0,0,-1000,0,0,-2,-500,-484,0,-600
2019-04-15,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-16,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-17,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-18,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-22,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-23,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-24,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-25,-700,0,-700,0,0,-700,0,0,-700,0,0,0,0,-700,-700,0,0,-700,-700,0,0,-700,0,-700,-700,-700,-700,0,0
2019-04-26,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-29,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-04-30,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-05-01,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-05-02,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-05-03,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-05-06,100,0,100,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,100,100,0,0
2019-05-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-08,0,0,37,0,0,-100,0,0,0,0,0,0,0,1,100,0,1,0,100,0,0,0,0,-100,0,0,0,0,0
2019-05-09,0,0,40,0,0,-100,0,0,0,0,0,0,0,1,100,0,0,0,100,0,0,0,0,-100,0,0,0,0,0
2019-05-10,0,0,44,0,0,-100,0,0,0,0,0,0,0,1,100,0,0,0,100,0,0,0,0,-100,0,0,0,0,0
2019-05-13,0,0,41,0,0,-100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,-100,0,0,0,0,0
2019-05-14,0,0,47,0,0,-100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,-100,0,0,0,0,0
2019-05-15,0,0,45,0,0,-100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,-100,0,0,0,0,0
2019-05-16,0,0,48,0,0,-100,0,0,0,0,0,0,0,1,100,0,0,0,100,0,0,0,0,-100,0,0,0,0,0
2019-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
